R1-PA1:VH,control_panel_log4,R1-PM3:V
-134.17525600000002,0,131459.1546
24.71167,0,132336.7191
-163.063789,0,131910.4735
103.791305,0,132361.7923
173.72653300000002,0,132311.6458
42.095209,0,130631.7367
113.617531,0,130381.004
106.43837,0,133715.7489
-85.307686,0,124463.7123
102.307344,0,130782.1763
-125.821532,0,131584.521
-123.231763,0,132411.9389
-129.299386,0,130706.9565
49.474906,0,131057.9823
103.923085,0,131083.0556
86.287444,0,138254.0108
-137.836457,0,132637.5983
-158.869737,0,131484.2279
87.11823299999999,0,130782.1763
-20.592103,0,131509.3012
-160.456831,0,130982.7625
-11.121111,0,132336.7191
-72.593753,0,131233.4952
-40.462279,0,132111.0596
3.265859,0,128074.2632
131.963639,0,132236.426
-72.278626,0,130982.7625
-57.28432,0,131785.1071
-165.166544,0,130807.2496
-27.771264,0,131960.62
-57.404641000000005,0,131007.8358
67.47724000000001,0,132361.7923
168.678775,0,131083.0556
-151.845275,0,130681.8832
-163.688313,0,115537.6282
89.490278,0,130330.8575
86.619759,0,130230.5644
9.316294,0,132311.6458
154.967895,0,131709.8873
52.631903,0,131233.4952
-112.047626,0,131308.715
-15.842282999999998,0,132386.8656
-10.662745,0,132737.8914
-39.155936,0,132035.8398
-83.090339,0,132361.7923
131.591217,0,130982.7625
-14.66199,0,132286.5725
129.855155,0,132311.6458
-141.921646,0,130381.004
-137.38955,0,132085.9864
-20.827016,0,131584.521
-144.282232,0,131785.1071
-30.011529,0,131960.62
-173.124927,0,132236.426
-9.757471,0,132261.4993
9.76893,0,131760.0339
36.239581,0,132085.9864
149.478959,0,131760.0339
62.418022,0,133364.7231
70.617048,0,131459.1546
-105.103378,0,130706.9565
-172.013389,0,130857.3961
-125.666833,0,131484.2279
23.628779,0,131785.1071
-73.487567,0,132111.0596
-51.812573,0,136749.6146
-87.914644,0,131133.2021
-74.902773,0,131835.2537
84.43679,0,132361.7923
-73.08076700000001,0,134091.848
-30.928262,0,134242.2876
-50.047863,0,131810.1804
-26.252926,0,132361.7923
176.92936699999998,0,132085.9864
128.48005600000002,0,132261.4993
118.367351,0,131434.0813
75.951285,0,130957.6892
-106.856629,0,132136.1329
61.74193199999999,0,120351.696
118.229841,0,130782.1763
117.633965,0,131985.6933
179.891559,0,131559.4477
-156.142458,0,135320.4382
-86.780188,0,130882.4694
160.176081,0,132060.9131
79.606756,0,133063.8439
-19.159709,0,131885.4002
28.791129,0,130305.7842
85.273309,0,133941.4083
69.969606,0,131183.3486
3.053865,0,132462.0854
-37.924076,0,131584.521
70.73164,0,132111.0596
-63.031087,0,131459.1546
85.651461,0,132361.7923
-139.68711100000002,0,132386.8656
15.171922,0,130481.2971
25.032526,0,131760.0339
-138.93653600000002,0,132411.9389
-132.64545900000002,0,133515.1628
-57.662473,0,130932.6159
57.444749,0,125015.3242
-88.699596,0,131559.4477
-80.036474,0,135019.559
-37.975643,0,132060.9131
-102.152645,0,132211.3527
-157.12221599999998,0,132411.9389
0.0,0,0.0
-81.789725,0,133790.9687
26.808695,0,122633.3636
47.618522,0,131358.8615
115.004089,0,131108.1288
134.857076,0,132462.0854
-8.82928,0,131835.2537
-90.349715,0,131258.5685
56.98638199999999,0,132236.426
-85.65719,0,131509.3012
-119.438782,0,132662.6716
-152.624498,0,131634.6675
144.454119,0,132462.0854
-139.429279,0,131634.6675
-63.638422,0,131007.8358
-0.143239,0,132411.9389
94.045292,0,134066.7747
-22.689129,0,131057.9823
-161.619935,0,136624.2482
-51.222427,0,131057.9823
148.619523,0,130857.3961
0.0,0,0.0
128.869667,0,131634.6675
-40.04975,0,125767.5223
62.00549300000001,0,131032.909
-150.114942,0,132085.9864
-151.570255,0,131985.6933
-55.198754,0,131409.0081
14.994306,0,130606.6634
8.347995,0,131083.0556
-151.220751,0,131233.4952
130.508327,0,132035.8398
168.117276,0,132035.8398
-79.996367,0,132361.7923
-50.970325,0,132336.7191
-146.48238999999998,0,131684.814
169.784583,0,133339.6499
-104.347074,0,131785.1071
-105.395586,0,131885.4002
152.166131,0,130330.8575
71.36189300000001,0,131459.1546
-142.574818,0,131409.0081
132.81161699999998,0,133164.137
121.541537,0,131810.1804
-120.859717,0,130782.1763
-90.028858,0,131559.4477
-162.593963,0,132085.9864
90.911213,0,135295.3649
-155.512205,0,131559.4477
150.14359,0,130832.3229
74.00895799999999,0,131659.7408
-140.202773,0,130506.3704
-15.658937,0,135119.85199999998
-5.981679,0,111902.004
165.877011,0,131760.0339
-65.345837,0,131057.9823
64.75569,0,131032.909
170.87893300000002,0,134217.2143
20.265517000000003,0,131885.4002
-21.554672,0,126569.867
-171.887339,0,131734.9606
-61.673177,0,132411.9389
-14.770852,0,132010.7666
70.903527,0,131910.4735
-160.359428,0,131559.4477
-162.605422,0,131734.9606
23.130306,0,122533.0705
-83.577354,0,132136.1329
-151.415557,0,132111.0596
-12.34724,0,131609.5942
-23.433974,0,132236.426
-158.692121,0,131007.8358
104.771062,0,131534.3744
-176.41943500000002,0,132236.426
-169.933553,0,131734.9606
54.276292000000005,0,131910.4735
-154.618391,0,132487.1587
-71.81453,0,132111.0596
-146.442283,0,131584.521
44.816759000000005,0,130782.1763
-90.401281,0,132136.1329
141.119505,0,131057.9823
73.61934699999999,0,132161.2062
-35.110854,0,131283.6417
146.029753,0,133790.9687
-175.462595,0,132311.6458
-100.158752,0,131835.2537
-169.624155,0,131283.6417
-132.983504,0,131083.0556
-54.57423000000001,0,130782.1763
-161.350645,0,131810.1804
-161.59128700000002,0,131083.0556
54.247644,0,131860.3269
-162.141326,0,131233.4952
104.639282,0,131634.6675
-51.554742,0,131684.814
-82.580407,0,131258.5685
74.324085,0,132386.8656
25.215873,0,131810.1804
144.047319,0,131409.0081
152.229157,0,132236.426
-46.466877,0,131083.0556
-131.55111000000002,0,132336.7191
-128.537352,0,127497.578
-146.585522,0,131459.1546
-135.263876,0,132762.9647
159.757822,0,131108.1288
-162.129867,0,131609.5942
26.235737,0,131409.0081
-158.29105,0,131985.6933
157.265456,0,132035.8398
138.93653600000002,0,133841.1153
-113.09041,0,131760.0339
-105.859682,0,132386.8656
-137.320795,0,132035.8398
-23.537106,0,132211.3527
3.810169,0,129754.1723
-127.695104,0,132136.1329
-120.533131,0,132411.9389
-15.011494,0,134844.0461
-80.9131,0,131133.2021
57.479126,0,132236.426
-88.115179,0,131509.3012
-114.282162,0,131785.1071
-95.30007,0,131935.5467
-54.350776,0,133891.2618
-33.856076,0,130832.3229
49.721277,0,131108.1288
-122.44681,0,132010.7666
131.362034,0,132136.1329
-145.078643,0,132336.7191
37.414144,0,131559.4477
-145.582846,0,132060.9131
-93.615574,0,131183.3486
87.719838,0,131358.8615
64.29159399999999,0,131333.7883
163.825822,0,110247.1682
-162.52520800000002,0,131634.6675
-127.087769,0,131057.9823
151.50723,0,131935.5467
-160.307862,0,131233.4952
-95.775625,0,130782.1763
-145.141669,0,132111.0596
33.632622999999995,0,130757.1031
-46.879407,0,132186.2794
-43.315609,0,132311.6458
-21.348407,0,132336.7191
98.14767,0,129779.2455
95.466228,0,135872.0501
-71.086874,0,131885.4002
-95.735518,0,131383.9348
-105.42996399999998,0,131684.814
-87.06666700000001,0,130832.3229
-62.17165,0,130506.3704
13.000412,0,133339.6499
-155.454909,0,132361.7923
-128.468597,0,136022.4898
62.738879,0,130757.1031
75.968474,0,132587.4518
-75.601781,0,131910.4735
-52.878275,0,131208.4219
2.412152,0,131609.5942
36.548978000000005,0,130957.6892
126.38876,0,131409.0081
-20.317083,0,132838.1845
-107.446775,0,131459.1546
-14.696367,0,131083.0556
124.308923,0,131383.9348
151.925489,0,133389.7964
-148.814328,0,133214.2835
-115.66299,0,130381.004
37.144854,0,131960.62
-45.418364,0,131760.0339
-38.542871000000005,0,131609.5942
-21.193709,0,131960.62
-170.12262900000002,0,130882.4694
-2.320479,0,131358.8615
62.435211,0,132236.426
-3.093972,0,130230.5644
-65.901606,0,131760.0339
-51.308371,0,132286.5725
-161.728797,0,131684.814
-5.196727,0,132487.1587
-159.597394,0,131007.8358
67.511617,0,132261.4993
-10.571071,0,133841.1153
-169.681451,0,132537.3052
-142.655032,0,132261.4993
139.78451299999998,0,133540.236
38.69184,0,132035.8398
-136.501465,0,130381.004
-82.12204100000001,0,131885.4002
-17.263218,0,132236.426
-137.18901499999998,0,131383.9348
-17.956497,0,131935.5467
175.428218,0,132311.6458
85.554058,0,131409.0081
-66.314135,0,132311.6458
-52.425638,0,131083.0556
-84.58003000000001,0,132411.9389
-71.37335300000001,0,131584.521
140.586654,0,130280.7109
-169.48664499999998,0,131333.7883
-37.270905,0,131409.0081
115.450996,0,132186.2794
106.289401,0,131484.2279
-177.003852,0,131709.8873
53.749171,0,131709.8873
-25.278898,0,132186.2794
-149.622199,0,131985.6933
-50.63228,0,131985.6933
55.135729000000005,0,131559.4477
-132.823076,0,132311.6458
-143.107669,0,132512.232
95.391743,0,131734.9606
-90.882565,0,131258.5685
-127.460191,0,132286.5725
-125.867368,0,131609.5942
-40.548223,0,129829.3921
-5.723848,0,132462.0854
-41.825919,0,130556.5169
101.14424,0,132361.7923
-129.620242,0,123761.6607
52.76368299999999,0,131208.4219
39.316364,0,130982.7625
31.885101,0,131634.6675
-64.062411,0,132462.0854
102.238589,0,129929.6851
-167.65891000000002,0,129729.099
98.136211,0,131158.2754
19.893095,0,134066.7747
-133.499166,0,133640.5291
-109.211485,0,133490.0895
-20.414486,0,131434.0813
-174.253654,0,130832.3229
-146.465201,0,131684.814
-41.986347,0,131885.4002
43.30415,0,131734.9606
41.969158,0,131860.3269
82.356953,0,132386.8656
-59.232377,0,131709.8873
132.513679,0,132462.0854
138.32347099999998,0,130882.4694
74.50170200000001,0,131057.9823
155.689822,0,131935.5467
-48.644117,0,131684.814
-169.475186,0,131308.715
-96.915811,0,131083.0556
-54.333588,0,131108.1288
-110.724094,0,133339.6499
-115.703097,0,132838.1845
-144.969781,0,132035.8398
-154.383478,0,130681.8832
-137.423927,0,132386.8656
114.792094,0,131358.8615
-18.976362,0,131459.1546
-19.211275,0,131885.4002
106.180539,0,131584.521
-31.913749,0,131383.9348
-141.18253,0,131509.3012
-42.152505,0,126419.4273
67.775178,0,132487.1587
-64.75569,0,130581.5902
-43.504685,0,131057.9823
-23.170413,0,132286.5725
-40.198719,0,128299.9226
-70.903527,0,131108.1288
-127.443002,0,131584.521
-34.377468,0,130857.3961
-169.841879,0,131760.0339
149.54771399999998,0,132035.8398
-154.165754,0,130606.6634
-118.716855,0,131985.6933
-41.717057,0,131534.3744
-99.797789,0,133239.3568
-29.937045,0,131133.2021
26.447732,0,131409.0081
-110.632421,0,132361.7923
-17.698666,0,131835.2537
-104.496043,0,130155.3446
-17.360621,0,131509.3012
37.918347,0,131760.0339
-132.09542,0,131233.4952
-104.381451,0,131785.1071
-112.632043,0,130832.3229
-164.78266200000002,0,131484.2279
-10.794525,0,133389.7964
-52.219373,0,132587.4518
5.168079,0,132186.2794
22.597455,0,120577.3554
178.946179,0,135270.2917
-17.79034,0,131860.3269
-65.970361,0,131057.9823
70.932175,0,130857.3961
-94.664087,0,132462.0854
158.285321,0,131810.1804
59.04903,0,131935.5467
-136.45562900000002,0,134944.3391
-35.185338,0,131584.521
-149.839923,0,131258.5685
56.029543,0,131760.0339
-24.820532,0,131208.4219
-84.276362,0,131860.3269
-146.012565,0,131283.6417
67.362648,0,132186.2794
-143.863973,0,132437.0121
-92.429552,0,131208.4219
82.248091,0,131910.4735
-87.582329,0,130832.3229
-15.252137,0,132687.7448
-42.014995,0,131659.7408
146.877731,0,132035.8398
-138.386496,0,131910.4735
38.846539,0,132286.5725
-9.127218,0,131108.1288
115.462455,0,131233.4952
-156.881574,0,131935.5467
-133.8544,0,130130.2713
-95.506335,0,132111.0596
-41.648302,0,115086.3093
40.204448,0,132060.9131
-66.71520600000001,0,130155.3446
-86.93488599999999,0,131158.2754
-34.262876,0,130656.81
-53.720523,0,130832.3229
-36.325524,0,131158.2754
29.083338,0,130556.5169
-29.690673,0,131208.4219
73.64226500000001,0,131985.6933
49.623875,0,131133.2021
107.899412,0,131108.1288
-113.239379,0,131935.5467
-87.267202,0,131233.4952
-104.106431,0,132437.0121
42.794218,0,126569.867
-5.064947,0,131559.4477
-43.561981,0,134442.8737
135.573274,0,131057.9823
55.38783000000001,0,131308.715
-53.943976,0,131383.9348
-118.682478,0,131960.62
-16.060007000000002,0,131283.6417
104.753874,0,121053.7476
-80.918829,0,131559.4477
39.322093,0,131409.0081
-141.199719,0,131383.9348
103.917355,0,131007.8358
62.658664,0,132211.3527
67.889769,0,132161.2062
-36.096341,0,132361.7923
2.503826,0,131810.1804
-127.282574,0,131509.3012
-17.836176000000002,0,131559.4477
-40.158612,0,136097.7096
-119.398675,0,134141.9945
179.513407,0,131032.909
73.842801,0,128475.4355
-171.073739,0,132010.7666
2.864789,0,130957.6892
32.916425,0,131158.2754
-164.67953,0,130832.3229
131.459437,0,131509.3012
58.006247,0,131960.62
31.953856,0,134242.2876
137.52133,0,131283.6417
110.724094,0,131885.4002
50.9073,0,135546.0976
-121.472782,0,132085.9864
154.457962,0,131985.6933
-23.651698,0,131835.2537
-26.992042,0,132286.5725
-105.951356,0,134342.5807
-93.638492,0,130782.1763
54.430991000000006,0,132085.9864
-94.732842,0,135320.4382
-30.498543,0,134718.6797
-15.636018,0,132111.0596
100.216048,0,131810.1804
100.565552,0,131785.1071
-151.386909,0,132136.1329
-57.347346,0,131509.3012
-112.735176,0,131835.2537
-61.306484,0,137802.6919
-53.239238,0,131835.2537
166.392673,0,130606.6634
-49.721277,0,130832.3229
-82.385601,0,130832.3229
-123.993796,0,132035.8398
177.714319,0,131584.521
-13.241055,0,131308.715
103.768386,0,132537.3052
-75.52729699999999,0,130982.7625
99.706116,0,132311.6458
127.86699099999998,0,131509.3012
73.894367,0,131258.5685
9.150136,0,131734.9606
-164.34721399999998,0,131810.1804
-86.97499300000001,0,130982.7625
-36.749513,0,133088.9172
103.499096,0,132236.426
-139.83035,0,132411.9389
55.170106,0,132411.9389
-18.306002,0,130857.3961
-144.419742,0,130456.2238
82.419979,0,136975.274
-141.881539,0,131935.5467
-34.302983000000005,0,130782.1763
114.287891,0,131434.0813
-70.576941,0,132111.0596
18.982092,0,115938.8005
1.7933580000000002,0,131459.1546
-119.020523,0,132637.5983
-44.79957,0,131785.1071
-139.182908,0,132261.4993
-39.058533,0,131534.3744
-103.797034,0,131383.9348
-106.014381,0,142917.639
-118.149627,0,130882.4694
-110.49491100000002,0,130832.3229
3.80444,0,132186.2794
-124.102658,0,131233.4952
-122.630157,0,135696.5372
-36.199474,0,132361.7923
-33.621163,0,131133.2021
155.05956799999998,0,132060.9131
52.95275899999999,0,132161.2062
43.630736,0,138103.5712
-54.241914,0,132085.9864
67.706423,0,132286.5725
-47.286207,0,130205.4911
39.591384000000005,0,130656.81
-58.710985,0,134768.8263
113.886821,0,131434.0813
-96.400149,0,132035.8398
-127.271115,0,130506.3704
-32.595569,0,130832.3229
-98.113293,0,132035.8398
143.462902,0,131534.3744
-59.083408,0,131409.0081
-127.402895,0,132211.3527
-123.856287,0,131634.6675
-161.476695,0,131108.1288
-138.546924,0,131910.4735
-27.822831,0,132361.7923
-84.494086,0,132136.1329
-58.590664,0,130080.1248
-115.554128,0,132085.9864
-26.47065,0,131985.6933
-179.261305,0,131057.9823
-79.46351700000001,0,130556.5169
5.391533,0,131559.4477
65.735448,0,130280.7109
3.701307,0,132211.3527
-39.207502000000005,0,130456.2238
131.992287,0,132988.6241
53.250697,0,131910.4735
-58.464613,0,131559.4477
132.18136299999998,0,132286.5725
-122.509836,0,132487.1587
-103.516285,0,132462.0854
-87.41617099999999,0,123811.8073
-52.912652,0,131233.4952
-74.581916,0,131609.5942
-42.312933,0,131935.5467
-135.14928500000002,0,132286.5725
-43.911485,0,137978.2048
76.678942,0,131584.521
-101.13278,0,131559.4477
62.143002,0,131208.4219
-134.920102,0,131208.4219
79.14265999999999,0,132136.1329
128.090445,0,131659.7408
-66.904282,0,120903.3079
-154.251698,0,132462.0854
-174.30522,0,131208.4219
-12.089409,0,130957.6892
132.02666499999998,0,132286.5725
91.031534,0,132813.1112
-72.181223,0,132161.2062
-57.76560500000001,0,130932.6159
-153.81625,0,131584.521
-45.464201,0,131534.3744
9.866333,0,131734.9606
160.691743,0,131233.4952
-73.562051,0,132186.2794
-122.612968,0,132386.8656
-175.680319,0,131860.3269
-98.027349,0,129052.1207
2.394964,0,128550.6553
-66.239651,0,131233.4952
4.377398,0,134518.0936
-65.110924,0,131785.1071
141.394525,0,131960.62
16.438159,0,136172.9294
60.84811800000001,0,132336.7191
92.246205,0,118521.3473
-70.622778,0,132035.8398
-49.767114,0,130932.6159
-7.626067999999999,0,129678.9524
-32.268983,0,132361.7923
38.170448,0,130982.7625
111.302781,0,132286.5725
90.298149,0,131233.4952
-163.711231,0,132211.3527
-18.111196,0,131734.9606
-157.380047,0,131684.814
74.175116,0,136298.2957
-159.803659,0,131233.4952
76.512784,0,131885.4002
-176.339221,0,131760.0339
21.778126,0,132336.7191
-174.631806,0,130982.7625
-5.6952,0,131509.3012
54.48255699999999,0,130807.2496
-149.70814199999998,0,132111.0596
3.821628,0,131634.6675
-114.843661,0,132762.9647
16.134492,0,130857.3961
178.069553,0,129879.5386
-129.637431,0,132311.6458
-65.71253,0,130280.7109
75.194981,0,132060.9131
-109.921953,0,132010.7666
108.042651,0,132462.0854
-22.580267000000003,0,131860.3269
-21.03901,0,132211.3527
-42.095209,0,131233.4952
129.494191,0,131659.7408
-67.33973,0,131233.4952
95.586549,0,131785.1071
70.53110500000001,0,125968.1085
-54.29348100000001,0,132085.9864
-43.539063,0,131684.814
146.041212,0,134192.141
53.932517,0,129453.293
-87.341686,0,130982.7625
171.795665,0,131057.9823
69.356541,0,135846.9769
155.271563,0,131960.62
71.046767,0,131885.4002
-144.379635,0,132085.9864
-155.603878,0,131634.6675
-81.268334,0,131383.9348
47.2461,0,131584.521
-52.935571,0,131434.0813
36.65784,0,131233.4952
-146.522497,0,132361.7923
-26.642537,0,132587.4518
43.928674,0,130606.6634
122.412433,0,131559.4477
49.898894,0,130957.6892
-69.494051,0,132788.0379
69.803448,0,131283.6417
33.850347,0,132361.7923
86.722892,0,132186.2794
-178.258629,0,131158.2754
1.610011,0,131233.4952
-86.00096500000001,0,131584.521
-7.849522,0,130832.3229
-151.696306,0,131659.7408
-7.482829,0,131985.6933
-40.977942,0,137200.9334
88.017776,0,131258.5685
97.385636,0,131810.1804
51.136483,0,131083.0556
83.124717,0,131709.8873
-29.46149,0,131810.1804
62.011222,0,132311.6458
148.487742,0,131760.0339
-124.836044,0,132186.2794
-144.259314,0,132085.9864
78.013933,0,131233.4952
-124.606861,0,132386.8656
85.863455,0,131860.3269
-148.556497,0,135495.9511
115.210353,0,132161.2062
-31.289225,0,131032.909
103.138133,0,132462.0854
70.668614,0,132186.2794
-89.559033,0,131283.6417
-60.596016000000006,0,130581.5902
-141.302851,0,131233.4952
88.630841,0,131509.3012
-28.693726,0,131534.3744
0.0,0,0.0
140.454874,0,131032.909
52.96421899999999,0,136323.369
-8.54853,0,131960.62
-74.50170200000001,0,130907.5427
84.282092,0,131935.5467
159.975546,0,131108.1288
-171.108116,0,131835.2537
-41.774353000000005,0,132462.0854
173.176494,0,135721.6105
90.710678,0,130205.4911
-98.468527,0,122182.0447
134.879995,0,133790.9687
-157.454532,0,133765.8955
-89.73665,0,127923.8235
96.66371,0,131935.5467
158.778064,0,131509.3012
-167.28648700000002,0,132938.4775
110.517829,0,134493.0203
-147.903325,0,131509.3012
-95.042239,0,132035.8398
-42.822866,0,131358.8615
-124.228709,0,132813.1112
-109.83028,0,133690.6756
-150.64206399999998,0,132010.7666
-30.263631,0,131383.9348
169.72155800000002,0,131559.4477
-173.818206,0,130932.6159
-101.184347,0,131659.7408
-123.036957,0,133239.3568
-143.376959,0,131233.4952
-61.174704000000006,0,131609.5942
-41.27588,0,131734.9606
-177.49086599999998,0,137827.7652
-30.469896,0,99039.4165
-100.73171,0,130932.6159
-149.450311,0,132813.1112
-129.499921,0,132236.426
126.314276,0,131383.9348
117.823041,0,132386.8656
-105.905519,0,131885.4002
-42.204071,0,132286.5725
-11.568018,0,134518.0936
-160.909467,0,131609.5942
97.929946,0,134041.7014
-55.582636,0,131409.0081
-165.046223,0,131133.2021
154.606931,0,132060.9131
126.062174,0,133941.4083
-159.213512,0,131383.9348
-69.06433299999999,0,134141.9945
108.730201,0,130857.3961
133.871589,0,132111.0596
47.481012,0,138053.4246
-49.360314,0,132386.8656
-90.888295,0,130055.0515
68.640344,0,131734.9606
-52.1277,0,132035.8398
-175.577187,0,132236.426
125.718399,0,135019.559
-122.011363,0,130782.1763
60.401211,0,132336.7191
147.26161299999998,0,130656.81
-86.270255,0,132336.7191
-40.926375,0,131935.5467
-43.241125,0,132888.331
-4.595122,0,124889.9579
-47.503931,0,132010.7666
69.190383,0,130330.8575
137.315065,0,131383.9348
-34.721242,0,125115.6173
118.613723,0,130732.0298
-112.660691,0,131534.3744
16.375134,0,132361.7923
-38.714758,0,131785.1071
-80.477652,0,131559.4477
-141.978942,0,132010.7666
24.058498,0,132060.9131
-124.165684,0,125316.2035
-142.145099,0,130932.6159
-73.590699,0,132111.0596
-34.732702,0,131032.909
-153.30631699999998,0,131734.9606
126.090822,0,131434.0813
-55.410748,0,131409.0081
-31.443924,0,131133.2021
-121.455593,0,130732.0298
-12.089409,0,132085.9864
-107.045705,0,131032.909
-37.803755,0,131459.1546
-134.67373,0,129127.3405
-107.92233,0,131734.9606
87.759945,0,131910.4735
114.471238,0,130832.3229
29.089067,0,120251.4029
88.46468399999999,0,132010.7666
54.786224,0,130406.0773
-86.900509,0,131133.2021
166.094735,0,129653.8792
112.975818,0,132236.426
115.645801,0,132111.0596
-110.970466,0,130055.0515
-138.33493,0,132211.3527
-86.298903,0,132411.9389
166.197868,0,130832.3229
3.873195,0,131785.1071
-145.97818700000002,0,125416.4965
32.71589,0,131183.3486
-22.477134,0,132211.3527
174.196359,0,131684.814
-147.800193,0,131233.4952
-121.23214,0,132411.9389
-155.426261,0,131885.4002
-56.075379000000005,0,137953.1315
111.938764,0,129829.3921
-39.63722,0,131158.2754
2.956462,0,132988.6241
83.457032,0,132060.9131
18.32319,0,139683.1872
129.247819,0,131333.7883
-151.85100400000002,0,132336.7191
-41.848837,0,131885.4002
159.26507800000002,0,131133.2021
-99.413907,0,131609.5942
67.66631600000001,0,132386.8656
68.80650200000001,0,131885.4002
38.657462,0,134066.7747
-41.80873,0,132813.1112
154.509529,0,131333.7883
4.48626,0,131283.6417
52.007379,0,134192.141
109.354725,0,134668.5332
-33.878994,0,131358.8615
-98.714899,0,132687.7448
118.138168,0,131409.0081
-35.649434,0,131308.715
-174.58597,0,132211.3527
70.914986,0,131935.5467
-78.409274,0,131910.4735
56.682715,0,131484.2279
-97.059051,0,130105.198
-112.523181,0,123937.1736
-7.425533000000001,0,131835.2537
129.10458,0,132186.2794
52.735035,0,131283.6417
-170.179924,0,131709.8873
-169.475186,0,131559.4477
61.558586,0,134367.6539
105.61903999999998,0,133841.1153
170.019496,0,131534.3744
57.754146,0,134543.1668
-14.52448,0,131459.1546
-13.899956,0,132010.7666
-64.77860799999999,0,132637.5983
65.334377,0,131183.3486
154.675686,0,134919.2659
-123.501053,0,132085.9864
155.134053,0,126971.0393
6.560366999999999,0,131584.521
-119.072089,0,131083.0556
72.249978,0,130330.8575
-35.98175,0,131258.5685
159.614583,0,125566.9362
-92.051399,0,134543.1668
102.696955,0,132386.8656
-67.127735,0,137577.0325
-60.309538,0,132437.0121
48.770168,0,131032.909
54.207537,0,131383.9348
-50.22548,0,131684.814
-130.87502,0,138855.7693
113.170624,0,131383.9348
-30.223524,0,134643.4599
66.125059,0,131659.7408
-106.782144,0,131459.1546
-149.79408600000002,0,132537.3052
-32.332008,0,130255.6377
-23.594402,0,109720.6295
-15.578722,0,128149.483
40.874809,0,131935.5467
-51.669334,0,136699.468
83.65756800000001,0,137752.5454
-50.156725,0,132411.9389
-152.429692,0,127698.1641
69.625831,0,130706.9565
-153.598526,0,132512.232
-89.410064,0,131258.5685
146.745951,0,131860.3269
20.63221,0,132963.5508
77.882153,0,131509.3012
166.71925900000002,0,131108.1288
-92.160261,0,116014.0203
-94.790138,0,130982.7625
-136.856699,0,131183.3486
-63.81031,0,132211.3527
141.388795,0,131057.9823
160.789146,0,131108.1288
-20.649399,0,131333.7883
68.096034,0,132336.7191
-43.281232,0,133790.9687
-25.107011,0,132111.0596
-74.381381,0,130782.1763
-23.651698,0,132211.3527
60.103273,0,131734.9606
-33.2602,0,133314.5766
-54.270562,0,132085.9864
-50.792709,0,132386.8656
159.90106200000002,0,134593.3134
-77.091471,0,132085.9864
-24.43092,0,130857.3961
-26.315952000000003,0,132712.8181
-141.417443,0,131709.8873
72.112468,0,130857.3961
-50.254128,0,131885.4002
-37.494358,0,132788.0379
-159.826577,0,132336.7191
121.065982,0,131233.4952
-134.54767900000002,0,131183.3486
-139.01102,0,132136.1329
127.998771,0,131760.0339
94.687005,0,131734.9606
101.384882,0,131333.7883
65.64950400000001,0,130907.5427
-73.774046,0,131810.1804
41.636843,0,135621.3174
-85.376441,0,124012.3934
-32.996639,0,131308.715
-63.775932,0,132437.0121
-164.203975,0,129678.9524
75.61896999999999,0,131659.7408
54.734658,0,132361.7923
-78.712942,0,132161.2062
57.003571,0,132261.4993
-47.440905,0,131158.2754
-153.936571,0,132136.1329
65.16821999999999,0,131283.6417
78.008204,0,131183.3486
154.927788,0,132035.8398
117.009441,0,130481.2971
46.604387,0,125090.544
-63.54101899999999,0,132537.3052
-175.428218,0,132311.6458
-42.118128000000006,0,132462.0854
-20.930148000000003,0,130631.7367
132.702755,0,131383.9348
-69.156006,0,131559.4477
119.496078,0,131960.62
-164.410239,0,132111.0596
-12.834255,0,132361.7923
123.254681,0,131659.7408
102.679767,0,130757.1031
-3.919031,0,130706.9565
68.084575,0,122733.6567
-14.977117000000002,0,132286.5725
-0.034377,0,131559.4477
-153.89646399999998,0,132487.1587
176.591322,0,131734.9606
-87.444819,0,130531.4436
-97.414284,0,131684.814
37.924076,0,132311.6458
119.427323,0,132286.5725
143.967105,0,130355.9307
-177.061147,0,131108.1288
52.030297,0,130631.7367
-4.555014,0,131158.2754
-85.313416,0,131785.1071
99.385259,0,131885.4002
-49.898894,0,131659.7408
-85.13006899999999,0,131684.814
-123.896394,0,116966.8046
-82.059015,0,110924.1465
-30.080284,0,131709.8873
3.39191,0,132437.0121
-80.695376,0,131584.521
-64.973414,0,131935.5467
114.465508,0,133364.7231
73.05784799999999,0,132085.9864
49.377503,0,131032.909
-111.887198,0,131609.5942
-160.777687,0,130029.9782
-169.257462,0,131659.7408
173.205142,0,130807.2496
19.577968,0,131358.8615
-146.89491999999998,0,135521.0244
-142.769623,0,131509.3012
31.592893,0,130832.3229
-122.653075,0,132261.4993
71.316057,0,131434.0813
-157.385777,0,134919.2659
168.32354099999998,0,129904.6119
153.781872,0,106034.8588
-26.155523,0,137852.8385
-48.483689,0,131684.814
139.956401,0,130832.3229
-15.263596,0,131007.8358
42.129587,0,130355.9307
-107.37802,0,131935.5467
176.958015,0,131283.6417
-126.761183,0,132462.0854
55.634202,0,130631.7367
174.253654,0,131684.814
-171.297192,0,130556.5169
-102.89749,0,131584.521
-4.864412000000001,0,131584.521
4.9045190000000005,0,130681.8832
64.22283900000001,0,131007.8358
-50.534878000000006,0,131158.2754
-126.434597,0,132136.1329
105.34402,0,131559.4477
26.144064,0,131409.0081
119.690883,0,113155.6675
167.24638000000002,0,131383.9348
-161.018329,0,130757.1031
-140.208502,0,131609.5942
-32.383575,0,131007.8358
